0.94	-5.01	-4.75	-4.53	-4.22	-3.97	-3.73	-3.56	-3.31	-3.04	-2.76	-2.53	-2.15	-1.85	-1.70	-1.46	-1.21	-0.93	-0.67	-0.53	-0.20	0.06	0.27	0.52
0.96	-4.96	-4.74	-4.43	-4.23	-3.87	-3.63	-3.45	-3.36	-3.08	-2.75	-2.45	-2.23	-1.93	-1.67	-1.46	-1.17	-0.86	-0.63	-0.46	-0.18	0.05	0.22	0.49
0.98	-4.98	-4.63	-4.40	-4.23	-3.96	-3.78	-3.52	-3.25	-3.10	-2.77	-2.42	-2.13	-1.85	-1.65	-1.35	-1.11	-0.87	-0.70	-0.32	-0.09	0.08	0.29	0.48
1.00	-4.96	-4.72	-4.51	-4.23	-4.07	-3.70	-3.59	-3.31	-3.10	-2.71	-2.34	-2.07	-1.84	-1.61	-1.32	-1.10	-0.98	-0.64	-0.46	-0.13	0.04	0.31	0.53
1.02	-4.89	-4.76	-4.40	-4.18	-3.86	-3.69	-3.52	-3.28	-3.05	-2.76	-2.54	-2.18	-1.82	-1.57	-1.24	-1.12	-1.00	-0.63	-0.50	-0.14	0.00	0.30	0.50
1.04	-5.05	-4.73	-4.50	-4.20	-3.98	-3.76	-3.48	-3.26	-3.01	-2.75	-2.44	-2.14	-1.83	-1.58	-1.32	-1.10	-0.80	-0.59	-0.34	-0.12	0.04	0.32	0.51
1.06	-4.88	-4.70	-4.44	-4.29	-4.07	-3.77	-3.54	-3.30	-3.06	-2.80	-2.60	-2.11	-1.85	-1.61	-1.36	-1.21	-0.93	-0.69	-0.35	-0.09	0.04	0.22	0.54
1.08	-5.03	-4.74	-4.45	-4.16	-3.92	-3.67	-3.50	-3.22	-3.03	-2.82	-2.48	-2.14	-1.80	-1.66	-1.43	-1.12	-0.84	-0.72	-0.44	-0.12	0.00	0.26	0.53
1.10	-4.95	-4.69	-4.45	-4.30	-3.94	-3.78	-3.53	-3.27	-3.08	-2.75	-2.45	-2.12	-1.81	-1.56	-1.39	-1.12	-0.91	-0.62	-0.43	-0.10	0.01	0.36	0.54
1.12	-4.92	-4.77	-4.60	-4.11	-4.01	-3.83	-3.46	-3.32	-3.07	-2.79	-2.61	-2.24	-1.87	-1.60	-1.39	-1.06	-0.77	-0.59	-0.36	-0.15	0.11	0.41	0.58
1.14	-5.03	-4.71	-4.36	-4.23	-3.89	-3.66	-3.47	-3.16	-3.00	-2.75	-2.53	-2.11	-1.82	-1.56	-1.35	-1.12	-0.99	-0.69	-0.36	-0.14	0.11	0.32	0.50
1.16	-4.94	-4.72	-4.49	-4.18	-3.95	-3.71	-3.56	-3.25	-3.02	-2.77	-2.39	-2.14	-1.82	-1.57	-1.36	-1.08	-0.89	-0.70	-0.45	-0.20	0.10	0.26	0.49
1.18	-5.03	-4.73	-4.47	-4.21	-4.02	-3.83	-3.53	-3.33	-3.10	-2.78	-2.58	-2.18	-1.86	-1.52	-1.23	-1.15	-0.91	-0.66	-0.42	-0.24	0.09	0.26	0.51
1.20	-4.95	-4.70	-4.54	-4.27	-3.97	-3.72	-3.50	-3.23	-3.01	-2.77	-2.47	-2.08	-1.87	-1.58	-1.34	-1.14	-0.86	-0.65	-0.52	-0.24	0.00	0.24	0.49
1.22	-4.99	-4.75	-4.48	-4.09	-3.90	-3.69	-3.48	-3.36	-3.02	-2.77	-2.67	-2.17	-1.88	-1.56	-1.29	-1.13	-0.84	-0.61	-0.39	-0.14	0.05	0.22	0.54
1.24	-4.96	-4.69	-4.43	-4.26	-3.99	-3.74	-3.48	-3.28	-3.09	-2.87	-2.44	-2.05	-1.81	-1.52	-1.28	-1.14	-0.91	-0.65	-0.35	-0.12	0.16	0.28	0.52
1.26	-4.98	-4.67	-4.56	-4.17	-4.01	-3.74	-3.54	-3.35	-3.11	-2.90	-2.63	-2.28	-1.82	-1.60	-1.32	-1.18	-0.89	-0.59	-0.42	-0.12	0.12	0.29	0.50
1.28	-4.99	-4.73	-4.41	-4.23	-3.94	-3.76	-3.60	-3.26	-3.10	-2.69	-2.42	-2.24	-1.83	-1.57	-1.37	-1.21	-0.95	-0.72	-0.37	-0.14	0.06	0.32	0.51
1.30	-4.99	-4.72	-4.53	-4.22	-3.95	-3.79	-3.45	-3.31	-3.10	-2.74	-2.52	-2.15	-1.85	-1.56	-1.38	-1.12	-0.88	-0.65	-0.44	-0.20	-0.01	0.24	0.54
1.32	-4.95	-4.75	-4.55	-4.13	-3.97	-3.67	-3.54	-3.32	-3.01	-2.74	-2.56	-2.14	-1.76	-1.51	-1.31	-1.07	-0.84	-0.60	-0.45	-0.09	0.09	0.27	0.65
1.34	-4.98	-4.70	-4.42	-4.27	-3.96	-3.80	-3.56	-3.32	-3.13	-2.80	-2.47	-2.21	-1.77	-1.54	-1.24	-1.07	-0.95	-0.61	-0.35	-0.09	0.13	0.34	0.59
1.36	-5.01	-4.79	-4.44	-4.16	-3.95	-3.78	-3.59	-3.29	-3.05	-2.80	-2.61	-2.14	-1.95	-1.68	-1.41	-1.11	-0.88	-0.64	-0.44	-0.12	0.08	0.26	0.51
1.38	-4.99	-4.67	-4.46	-4.20	-3.94	-3.71	-3.41	-3.24	-2.99	-2.79	-2.52	-2.12	-1.82	-1.55	-1.31	-1.07	-0.84	-0.70	-0.46	-0.16	0.02	0.24	0.55
1.40	-4.96	-4.74	-4.46	-4.15	-3.93	-3.67	-3.54	-3.29	-3.11	-2.80	-2.50	-2.16	-1.84	-1.55	-1.25	-1.09	-0.83	-0.64	-0.43	-0.17	0.01	0.36	0.58
1.42	-4.98	-4.67	-4.57	-4.26	-4.00	-3.75	-3.49	-3.26	-3.12	-2.82	-2.48	-2.16	-1.85	-1.61	-1.29	-1.13	-0.93	-0.64	-0.50	-0.18	0.01	0.32	0.58
1.44	-5.05	-4.85	-4.47	-4.24	-4.02	-3.82	-3.50	-3.27	-3.05	-2.89	-2.53	-2.25	-1.93	-1.54	-1.36	-1.22	-0.95	-0.64	-0.47	-0.17	0.01	0.31	0.57
1.46	-5.02	-4.65	-4.46	-4.23	-3.94	-3.77	-3.44	-3.26	-3.04	-2.73	-2.52	-2.22	-1.85	-1.59	-1.34	-1.14	-0.86	-0.72	-0.48	-0.24	0.01	0.23	0.41
1.48	-4.97	-4.79	-4.52	-4.18	-4.00	-3.77	-3.66	-3.33	-3.13	-2.83	-2.60	-2.18	-1.93	-1.56	-1.41	-0.97	-0.84	-0.56	-0.36	-0.12	0.15	0.35	0.60
1.50	-4.96	-4.71	-4.41	-4.22	-3.94	-3.76	-3.54	-3.28	-3.05	-2.81	-2.43	-2.08	-1.85	-1.52	-1.27	-1.11	-0.91	-0.71	-0.43	-0.08	0.13	0.29	0.65
1.52	-5.00	-4.80	-4.55	-4.35	-4.05	-3.77	-3.56	-3.32	-3.12	-2.78	-2.53	-2.17	-1.83	-1.61	-1.49	-1.19	-0.88	-0.65	-0.43	-0.17	0.06	0.32	0.52
1.54	-4.96	-4.71	-4.44	-4.31	-3.98	-3.90	-3.52	-3.37	-3.12	-2.79	-2.60	-2.22	-1.86	-1.55	-1.38	-1.16	-0.87	-0.58	-0.38	-0.15	0.07	0.34	0.40
1.56	-4.94	-4.71	-4.37	-4.12	-3.88	-3.57	-3.41	-3.30	-3.14	-2.76	-2.58	-2.06	-1.82	-1.51	-1.29	-0.91	-0.80	-0.63	-0.37	-0.09	0.15	0.38	0.45
1.58	-5.04	-4.77	-4.60	-4.22	-4.09	-3.76	-3.61	-3.37	-3.19	-2.84	-2.52	-2.16	-1.83	-1.60	-1.35	-1.16	-0.94	-0.74	-0.48	-0.27	-0.01	0.21	0.45
1.60	-4.99	-4.69	-4.44	-4.31	-3.95	-3.86	-3.46	-3.28	-3.10	-2.82	-2.54	-2.25	-1.93	-1.62	-1.34	-1.07	-0.81	-0.63	-0.43	-0.20	0.04	0.24	0.58
1.62	-4.94	-4.69	-4.44	-4.17	-4.00	-3.69	-3.53	-3.29	-3.11	-2.83	-2.48	-2.24	-1.87	-1.54	-1.34	-1.19	-0.91	-0.59	-0.33	-0.19	0.04	0.19	0.54
1.64	-4.98	-4.76	-4.53	-4.22	-3.97	-3.72	-3.53	-3.24	-2.98	-2.71	-2.56	-2.13	-1.89	-1.62	-1.40	-1.01	-0.90	-0.68	-0.36	-0.16	0.02	0.26	0.52
1.66	-4.96	-4.69	-4.43	-4.26	-4.00	-3.75	-3.56	-3.25	-3.05	-2.81	-2.48	-2.09	-1.79	-1.52	-1.38	-1.05	-0.80	-0.60	-0.41	-0.12	0.10	0.37	0.52
1.68	-5.07	-4.72	-4.46	-4.23	-3.98	-3.75	-3.58	-3.23	-3.06	-2.77	-2.47	-2.18	-1.86	-1.55	-1.43	-1.16	-0.94	-0.71	-0.40	-0.12	0.14	0.38	0.50
1.70	-4.97	-4.66	-4.42	-4.14	-3.93	-3.66	-3.46	-3.25	-3.08	-2.78	-2.60	-2.14	-1.82	-1.61	-1.36	-1.19	-0.88	-0.62	-0.43	-0.24	0.05	0.27	0.46
1.72	-4.96	-4.74	-4.43	-4.28	-4.01	-3.70	-3.52	-3.32	-3.10	-2.80	-2.58	-2.14	-1.78	-1.58	-1.36	-1.07	-0.88	-0.63	-0.39	-0.17	0.11	0.25	0.51
1.74	-5.02	-4.75	-4.54	-4.29	-3.99	-3.83	-3.64	-3.25	-2.99	-2.69	-2.52	-2.14	-1.77	-1.56	-1.25	-1.10	-0.95	-0.74	-0.38	-0.17	0.10	0.24	0.50
1.76	-4.98	-4.72	-4.43	-4.19	-3.98	-3.80	-3.48	-3.32	-3.08	-2.82	-2.65	-2.18	-1.88	-1.55	-1.30	-1.07	-0.85	-0.54	-0.46	-0.14	0.05	0.27	0.50
1.78	-5.00	-4.69	-4.44	-4.19	-3.96	-3.63	-3.51	-3.31	-3.09	-2.73	-2.45	-2.13	-1.73	-1.46	-1.27	-1.06	-0.88	-0.71	-0.40	-0.09	0.04	0.30	0.52
1.80	-4.99	-4.60	-4.50	-4.24	-4.01	-3.74	-3.51	-3.24	-3.06	-2.73	-2.56	-2.10	-1.81	-1.51	-1.29	-1.12	-0.90	-0.60	-0.31	-0.16	0.08	0.35	0.50
1.82	-4.94	-4.75	-4.42	-4.15	-3.99	-3.83	-3.49	-3.26	-3.08	-2.76	-2.42	-2.12	-1.86	-1.49	-1.38	-1.13	-0.84	-0.62	-0.38	-0.12	0.11	0.33	0.56
1.84	-5.00	-4.81	-4.49	-4.18	-3.97	-3.69	-3.40	-3.25	-3.00	-2.86	-2.53	-2.20	-1.84	-1.46	-1.38	-1.04	-0.86	-0.72	-0.35	-0.07	0.18	0.32	0.65
1.86	-4.89	-4.66	-4.36	-4.24	-3.90	-3.67	-3.56	-3.28	-3.06	-2.78	-2.53	-2.26	-1.83	-1.56	-1.36	-1.04	-0.87	-0.55	-0.39	-0.16	0.08	0.27	0.60
1.88	-4.99	-4.71	-4.49	-4.15	-3.97	-3.70	-3.59	-3.21	-3.03	-2.81	-2.50	-2.24	-1.79	-1.52	-1.30	-1.06	-0.96	-0.69	-0.50	-0.15	0.00	0.21	0.49
1.90	-4.99	-4.72	-4.42	-4.15	-3.96	-3.71	-3.51	-3.32	-3.11	-2.78	-2.54	-2.18	-1.80	-1.48	-1.27	-1.16	-0.83	-0.66	-0.36	-0.16	0.06	0.33	0.47
1.92	-4.92	-4.70	-4.45	-4.25	-4.01	-3.70	-3.53	-3.30	-3.06	-2.76	-2.52	-2.19	-1.81	-1.55	-1.27	-1.15	-0.94	-0.58	-0.36	-0.13	0.01	0.27	0.47
1.94	-4.99	-4.73	-4.48	-4.21	-3.98	-3.86	-3.53	-3.25	-3.11	-2.81	-2.58	-2.09	-1.84	-1.51	-1.31	-1.15	-0.97	-0.67	-0.44	-0.14	-0.03	0.21	0.48
1.96	-4.91	-4.72	-4.44	-4.19	-4.06	-3.67	-3.48	-3.21	-3.02	-2.82	-2.52	-2.04	-1.77	-1.50	-1.31	-1.03	-0.81	-0.64	-0.45	-0.13	0.06	0.33	0.62
1.98	-4.98	-4.80	-4.49	-4.25	-3.88	-3.76	-3.51	-3.30	-3.07	-2.79	-2.47	-2.13	-1.90	-1.57	-1.36	-1.04	-0.86	-0.62	-0.35	-0.16	0.11	0.42	0.60
2.00	-4.97	-4.64	-4.40	-4.18	-4.00	-3.79	-3.49	-3.25	-3.05	-2.79	-2.50	-2.16	-1.92	-1.53	-1.38	-1.15	-0.97	-0.71	-0.28	-0.16	0.03	0.33	0.58
2.02	-4.89	-4.77	-4.44	-4.15	-3.86	-3.72	-3.50	-3.26	-3.04	-2.75	-2.48	-2.15	-1.87	-1.56	-1.35	-1.10	-0.89	-0.62	-0.43	-0.18	0.03	0.30	0.59
2.04	-5.04	-4.70	-4.57	-4.27	-4.08	-3.66	-3.61	-3.35	-3.07	-2.86	-2.57	-2.16	-1.89	-1.48	-1.31	-1.13	-0.87	-0.69	-0.51	-0.13	0.04	0.25	0.59
2.06	-5.00	-4.70	-4.42	-4.25	-4.06	-3.83	-3.50	-3.29	-3.03	-2.75	-2.51	-2.17	-1.88	-1.62	-1.32	-1.07	-0.90	-0.66	-0.35	-0.11	0.10	0.30	0.58
2.08	-4.96	-4.76	-4.50	-4.26	-3.97	-3.77	-3.58	-3.27	-2.97	-2.73	-2.57	-2.19	-1.89	-1.64	-1.34	-1.13	-0.92	-0.67	-0.39	-0.24	0.07	0.31	0.56
2.10	-4.94	-4.75	-4.51	-4.23	-3.98	-3.74	-3.50	-3.31	-3.04	-2.81	-2.49	-2.20	-1.86	-1.57	-1.35	-1.04	-0.82	-0.66	-0.42	-0.13	0.08	0.28	0.56
2.12	-5.01	-4.75	-4.49	-4.32	-3.99	-3.82	-3.50	-3.32	-3.11	-2.83	-2.52	-2.23	-1.88	-1.65	-1.32	-1.11	-0.90	-0.62	-0.39	-0.11	0.09	0.30	0.59
2.14	-4.95	-4.70	-4.46	-4.08	-3.94	-3.78	-3.48	-3.30	-3.11	-2.72	-2.49	-2.19	-1.77	-1.51	-1.28	-1.10	-0.88	-0.67	-0.37	-0.21	0.05	0.29	0.56
2.16	-4.98	-4.72	-4.39	-4.31	-3.97	-3.66	-3.53	-3.21	-3.03	-2.82	-2.57	-2.03	-1.78	-1.61	-1.31	-1.16	-0.84	-0.67	-0.38	-0.13	0.05	0.28	0.57
2.18	-4.96	-4.72	-4.49	-4.21	-3.98	-3.79	-3.51	-3.32	-3.13	-2.81	-2.56	-2.17	-1.84	-1.60	-1.36	-1.15	-0.92	-0.63	-0.40	-0.14	0.06	0.22	0.57
2.20	-4.98	-4.73	-4.46	-4.13	-3.93	-3.73	-3.53	-3.38	-3.14	-2.75	-2.57	-2.11	-1.83	-1.63	-1.33	-1.08	-0.91	-0.58	-0.48	-0.18	0.00	0.19	0.52
2.22	-4.93	-4.61	-4.42	-4.20	-3.91	-3.75	-3.50	-3.19	-3.04	-2.69	-2.47	-2.15	-1.79	-1.60	-1.28	-1.02	-0.80	-0.61	-0.34	-0.08	0.10	0.31	0.50
2.24	-4.96	-4.78	-4.47	-4.20	-3.98	-3.72	-3.51	-3.25	-3.08	-2.84	-2.49	-2.16	-1.84	-1.61	-1.33	-1.07	-0.86	-0.69	-0.31	-0.18	0.09	0.38	0.50
2.26	-4.93	-4.67	-4.47	-4.16	-3.91	-3.80	-3.47	-3.28	-3.01	-2.82	-2.55	-2.17	-1.82	-1.57	-1.31	-1.08	-0.88	-0.63	-0.49	-0.17	-0.06	0.33	0.48
2.28	-5.00	-4.71	-4.40	-4.30	-3.94	-3.68	-3.58	-3.34	-3.07	-2.78	-2.50	-2.12	-1.79	-1.63	-1.32	-1.18	-0.95	-0.71	-0.43	-0.05	0.09	0.35	0.60
2.30	-4.96	-4.78	-4.48	-4.11	-4.00	-3.77	-3.48	-3.30	-3.02	-2.87	-2.51	-2.02	-1.79	-1.58	-1.24	-1.03	-0.81	-0.66	-0.30	-0.16	0.13	0.29	0.50
2.32	-4.95	-4.63	-4.42	-4.16	-3.90	-3.75	-3.49	-3.25	-3.04	-2.68	-2.44	-2.16	-1.73	-1.60	-1.33	-1.13	-0.92	-0.66	-0.40	-0.24	-0.01	0.24	0.45
2.34	-4.98	-4.73	-4.46	-4.29	-4.01	-3.71	-3.50	-3.24	-3.09	-2.84	-2.59	-2.07	-1.85	-1.65	-1.36	-1.11	-0.92	-0.67	-0.41	-0.23	0.08	0.27	0.60
2.36	-5.05	-4.74	-4.50	-4.11	-3.90	-3.64	-3.51	-3.30	-3.08	-2.83	-2.54	-2.10	-2.01	-1.61	-1.30	-1.16	-0.89	-0.63	-0.46	-0.23	0.04	0.26	0.54
